index;nome_produto;categoria;nome_produto_processed;categoria_encoded;pred_encode;categoria_pred
16800;COLHER CHA BRINOX SIENA C 3;UTENSÍLIOS DE INOX/ALUMÍNIO;colher cha brinox siena 3;296;296;UTENSÍLIOS DE INOX/ALUMÍNIO
17520;GFA TERM INVICTA GLT PRESSAO LISA 1L PTA;UTENSÍLIOS PARA CAFÉ;gfa term invicta glt pressao lisa 1 l pta;304;304;UTENSÍLIOS PARA CAFÉ
5683;MASCR CAB SALON-LINE T-PODENDO HIDRO-NUTR NV3 1KG;CREME PARA TRATAMENTO;mascr cab salon-line t-podendo hidro-nutr nv3 1 kg;86;86;CREME PARA TRATAMENTO
5993;APARADOR PHILIPS BARBA BIV BT9290/15;CUIDADOS PESSOAIS;aparador philips barba biv bt929015;91;91;CUIDADOS PESSOAIS
6662;RAPADURA NADIR NATUREZA 500G NATURAL;DOCE TABLETE;rapadura nadir natureza 500 g natural;104;104;DOCE TABLETE
10402;LIVRO FARINHA DE MANDIOCA;LIVROS;livro farinha de mandioca;183;124;FARINÁCEO
14931;SALG CHEETOS ESQUELETOS PCT 47G;SALGADINHO E APERITIVO;salg cheetos esqueletos pct 47 g;269;269;SALGADINHO E APERITIVO
9679;CEBOLA FUGITA TEMPERO PCT 400G;LEGUMES;cebola fugita tempero pct 400 g;166;166;LEGUMES
156;VARAL CHAO ACASA C/ABA ALUM WR1008A;ACESSÓRIOS DE LAVANDERIA;varal chao acasa com aba alum wr1008a;2;2;ACESSÓRIOS DE LAVANDERIA
7415;FARINHA DE ROSCA 500g BSB;FARINÁCEO;farinha de rosca 500 g bsb;124;124;FARINÁCEO
10275;PEDRA SANITARIA 35g PRATIK EUCALIPTO;LIMPEZA SANITÁRIA;pedra sanitaria 35 g pratik eucalipto;180;180;LIMPEZA SANITÁRIA
2466;BISC SAL PER CRACK CLUB SOCIAL INTE 288G;BISCOITO;bisc sal per crack club social inte 288 g;44;44;BISCOITO
17586;GARRAFA TERMOLAR SQUEEZE 450ML;UTENSÍLIOS PARA CAFÉ;garrafa termolar squeeze 450 ml;304;304;UTENSÍLIOS PARA CAFÉ
11694;NECESSAIRE IMP ACASA SLIM D PONTOS 475;NECESSAIRES;necessaire imp acasa slim pontos 475;212;212;NECESSAIRES
951;AMAC ROUPA AQUAFAST PURA CARICIA FR 5L;AMACIANTE;amac roupa aquafast pura caricia fr 5 l;16;16;AMACIANTE
321;ESC CAB ION BELLIZ VENTILADA 297;ACESSÓRIOS PARA CABELO;esc cab ion belliz ventilada 297;6;6;ACESSÓRIOS PARA CABELO
3896;JG CAMA ST.GER KING 300F BC/CAR 201-9;CAMA;jg cama stger king 300f b com car 201-9;58;58;CAMA
12935;PORTA ESCOVA ACASA R VIDRO TRANSP 3093;PORTA ESCOVAS;porta escova acasa r vidro transp 3093;237;237;PORTA ESCOVAS
8725;PENDENTE TASCHIBRA TD 3007 ACOBR 1XE27;ILUMINAÇÃO;pendente taschibra td 3007 acobr 1xe27;153;153;ILUMINAÇÃO
14359;SAB LIQ OX PLANTS HIDRATANTE 250ML;SABONETE LÍQUIDO;sab liq ox plants hidratante 250 ml;261;261;SABONETE LÍQUIDO
3493;CALDO KNORR 57G GALINHA LV18PG15;CALDO;caldo knorr 57 g galinha lv18pg15;55;55;CALDO
12135;PALMITO CLASSIC CHEF REAL TOLETE VD 300G;PALMITO;palmito classic chef real tolete vd 300 g;218;218;PALMITO
15557;SOPA KNORR 76G CREME NAT. ERVILHA/BACON;SOPA;sopa knorr 76 g creme nat ervilhabacon;277;277;SOPA
9078;IOG ZERO LAC NO 170G FR AMAR;IOGURTE;iog zero lac no 170 g fr amar;155;155;IOGURTE
4053;CANJICA KI-FLOR 500GR AMARELA .;CANJICA;canjica ki-flor 500 gr amarela ;60;60;CANJICA
12494;PATE TOFU ORG SAMURAI 160G AZEIT/ALCAP;PATÊ;pate tofu org samurai 160 g azeitalcap;225;76;COMIDA ORIENTAL
17692;BATATA PROC SAUTE ELEVE 400G;VEGETAL CONGELADO;batata proc saute eleve 400 g;307;166;LEGUMES
12619;PEIX RESFR TILAPIA IGLU FILE 500G;PEIXE RESFRIADO;peix resfr tilapia iglu file 500 g;228;228;PEIXE RESFRIADO
1970;AZEITE (G) T.CRETA 500ML EXTRA VIRGEM C/AZEIT.;AZEITE;azeite g tcreta 500 ml extra virgem com azeit;35;35;AZEITE
8720;LAMPADA TASCHIBRA LED FILAMENTO ST64;ILUMINAÇÃO;lampada taschibra led filamento st64;153;153;ILUMINAÇÃO
2987;CAPA CONTRA FILE kg .;BOVINO CONGELADO;capa contra file kg ;47;47;BOVINO CONGELADO
6129;DESINF PINHO SOL LIMP PESADA EUCALIP 1L;DESINFETANTE;desinf pinho sol limp pesada eucalip 1 l;97;97;DESINFETANTE
17638;VASO SAN MIGUEL N VIDRO LARAN 26CM 4753;VASOS;vaso san miguel vidro laran 26 cm 4753;305;305;VASOS
16760;FORMA ARCO IRIS BOLO N.22 .;UTENSÍLIOS DE INOX/ALUMÍNIO;forma arco iris bolo n22 ;296;296;UTENSÍLIOS DE INOX/ALUMÍNIO
14;ABS ATIVA TEENS S/ABAS C/08;ABSORVENTE;abs ativa teens sem abas com 08;0;0;ABSORVENTE
12168;PANETONE CASA SUISSA FRUTAS 550G,;PANETONE;panetone casa suissa frutas 550 g;219;219;PANETONE
8284;GELEIA RITTER 1919 ZERO MORANGO VD 260G;GELÉIA;geleia ritter 1919 zero morango vd 260 g;141;141;GELÉIA
11976;PASCOA OVO NESTLE ESPECIALIDADES 215G;OVO DE PÁSCOA;pascoa ovo nestle especialidades 215 g;216;216;OVO DE PÁSCOA
10992;MAC FUSILLI FIBR BEM NATURAL 300G SARRAC;MASSA SECA;mac fusilli fibr bem natural 300 g sarrac;193;193;MASSA SECA
617;ALPISTE KININO 500GR .;ALIMENTO PARA AVES;alpiste kinino 500 gr ;11;11;ALIMENTO PARA AVES
5177;CONDIC CAB TIO NACHO CLAREADOR 415ML;CONDICIONADOR;condic cab tio nacho clareador 415 ml;77;77;CONDICIONADOR
12377;PAPEL HIG DAMA 4X60M .;PAPEL HIGIÊNICO;papel hig dama 4x60m ;222;222;PAPEL HIGIÊNICO
17850;SALSA DIRETO DA SERRA ORG;VERDURAS;salsa direto da serra org;309;166;LEGUMES
7068;UNHA IMPRESS AUTOCOLANTE LISA CT240;ESMALTE;unha impress autocolante lisa ct240;116;116;ESMALTE
9006;ITALAC ZERO BEBIDA LACTEA CHOCOLATE 200ml;IOGURTE;italac zero bebida lactea chocolate 200 ml;155;155;IOGURTE
17410;POTE COLOREX MANDACARU 2L;UTENSÍLIOS DE VIDRO;pote colorex mandacaru 2 l;303;303;UTENSÍLIOS DE VIDRO
4205;CERVEJA 500ml JACOBINUS ALEMA SCHWARZBIE;CERVEJA;cerveja 500 ml jacobinus alema schwarzbie;63;63;CERVEJA
2309;BARRA FRUTAS RITTER COCO/CHOC C/3;BARRA DE CEREAL;barra frutas ritter cocochoc com 3;40;40;BARRA DE CEREAL
2931;CHOCOLATE 85g LACTA CACAU 60% CAFE;BOMBONIERE;chocolate 85 g lacta cacau 60 cafe;46;46;BOMBONIERE
1746;COXA FRANGO CONG LEVIDA 1kg;AVE CONGELADA;coxa frango cong levida 1 kg;32;32;AVE CONGELADA
15519;SOPA KNORR GALINHA 73G;SOPA;sopa knorr galinha 73 g;277;277;SOPA
17198;COPO TRIP 300ml OXFORD AG10 3Q5P;UTENSÍLIOS DE PORCELANA/CERÂMICA;copo trip 300 ml oxford ag10 3q5p;301;301;UTENSÍLIOS DE PORCELANA/CERÂMICA
11527;MOLHO TOM POMAROLA LEVIA TRADIC SCH 300G;MOLHO DE TOMATE;molho tom pomarola levia tradic sch 300 g;206;206;MOLHO DE TOMATE
5540;COXINHA SABOR S/GLUTEN 200G-CX FGO;COXINHA;coxinha sabor sem gluten 200 g-cx fgo;82;82;COXINHA
18328;AGUA MINERAL CAMPINHO C/GAS 1,5L;ÁGUA MINERAL;agua mineral campinho com gas 15 l;315;315;ÁGUA MINERAL
17805;RUCULA GONDIM UND CARIRI;VERDURAS;rucula gondim und cariri;309;309;VERDURAS
2327;CEREAL BITS 60g ADRIA PLUS LIFE CAST/COCO;BARRA DE CEREAL;cereal bits 60 g adria plus life castcoco;40;40;BARRA DE CEREAL
2147;ACUCAR CRISTAL UNIAO 1KG;AÇÚCAR;acucar cristal uniao 1 kg;38;38;AÇÚCAR
3495;CALDO MAGGI EQUILIBRIUM 114G-CX CARNE;CALDO;caldo maggi equilibrium 114 g-cx carne;55;55;CALDO
10231;BLOCO ODORIZANTE 35g SANYMIX REFIL JASMIM;LIMPEZA SANITÁRIA;bloco odorizante 35 g sanymix refil jasmim;180;180;LIMPEZA SANITÁRIA
3874;EDREDOM SANTISTA MICROFIBRA SO, PINK;CAMA;edredom santista microfibra so pink;58;58;CAMA
2253;TOALHA PRAIA TEKA ALVINEGROS;BANHO;toalha praia teka alvinegros;39;39;BANHO
112;GASPAR KIT COLORS P/VIAGEM REF 3315;ACESSÓRIOS DE BANHO;gaspar kit colors para viagem ref 3315;1;6;ACESSÓRIOS PARA CABELO
15071;CHIA SEMENTE VITALIN INTEG 120G-PC;SAUDÁVEL;chia semente vitalin integ 120 g-pc;272;272;SAUDÁVEL
12207;BAUD EMB KIT PANET GDE C/3;PANETONE;baud emb kit panet gde com 3;219;74;COLORAÇÃO FEMININA
15641;SORVETE PALETITAS LEITINHO TRUFADO 1,8LT;SORVETE;sorvete paletitas leitinho trufado 18 lt;278;278;SORVETE
12088;OVO BRANCO MARISTELA C/12;OVOS;ovo branco maristela com 12;217;217;OVOS
17289;CONCHA SILICONE 86G;UTENSÍLIOS DE SILICONE;concha silicone 86 g;302;302;UTENSÍLIOS DE SILICONE
5807;MASCARA CAPILAR 1kg INOAR AG.MICELAR;CREME PARA TRATAMENTO;mascara capilar 1 kg inoar agmicelar;86;86;CREME PARA TRATAMENTO
3479;CAFÉ SALVATORE ESPRESSO;CAFÉ;caf salvatore espresso;54;54;CAFÉ
15413;ESPUMANTE POL CLEMENT ROSE SEC 750ML;SIDRA/ESPUMANTE;espumante pol clement rose sec 750 ml;275;275;SIDRA/ESPUMANTE
13872;REFRIGER SAMSUNG 453L FF I 127V RT46K6;REFRIGERADORES;refriger samsung 453 l ff i 127v rt46k6;252;252;REFRIGERADORES
10933;MAC INST LAMEN VIGOR 85G GAL.CAIPIRA;MASSA SECA;mac inst lamen vigor 85 g galcaipira;193;193;MASSA SECA
5431;MALVARISCO CHEIRO VERDE UND;CONDIMENTO NATURAL;malvarisco cheiro verde und;79;267;SALADA
6307;DES STICK DOVE CLINICAL SOFT ORIG 48G;DESODORANTE FEMININO;des stick dove clinical soft orig 48 g;98;98;DESODORANTE FEMININO
14432;SABONETE STILL LIFE 500ML MARACUJA;SABONETE LÍQUIDO;sabonete still life 500 ml maracuja;261;261;SABONETE LÍQUIDO
8885;INSET AERO RAID CASA & JARDIM MULTI INSETOS 400ML;INSETICIDA;inset aero raid casa jardim multi insetos 400 ml;154;154;INSETICIDA
942;AMAC ROUPA BABY SOFT TQ.SUAVE (LIL) 5L;AMACIANTE;amac roupa baby soft tqsuave lil 5 l;16;16;AMACIANTE
3652;SANDALIA IPANEMA SURF MASC AZ 43X44;CALÇADO ADULTO;sandalia ipanema surf masc az 43x44;56;56;CALÇADO ADULTO
8424;GUARDANAPO IMP FOLHA VD 33X33 200317;GUARDANAPO DE PAPEL;guardanapo imp folha vd 33x33 200317;144;144;GUARDANAPO DE PAPEL
3114;COXAO MOLE FRIBOI RESERV RESF PECA KG;BOVINO RESFRIADO;coxao mole friboi reserv resf peca kg;48;48;BOVINO RESFRIADO
3296;MAQ CAFE ESPRES TRES VERSA PT 127V;CAFETEIRA/CHALEIRA ELETRICA;maq cafe espres tres versa pct 127v;53;53;CAFETEIRA/CHALEIRA ELETRICA
2415;BATEDEIRA CADENCE PT/I 400W 127V BAT550;BATEDEIRA;batedeira cadence pti 400w 127v bat550;41;41;BATEDEIRA
13651;QUEIJO PROVOLONE PORTO ALEGRE KG;QUEIJO;queijo provolone porto alegre kg;250;250;QUEIJO
16223;TEMP TEM SABOR 60G, ARROZ BRANCO;TEMPERO;temp tem sabor 60 g arroz branco;288;288;TEMPERO
12147;PALM CRISTALINA 300G;PALMITO;palm cristalina 300 g;218;218;PALMITO
2592;BISC LEVE CROCK BOL SALGADAS S/G PCT 75G;BISCOITO;bisc leve crock bol salgadas sem g pct 75 g;44;44;BISCOITO
16396;SOBREMESA TORTA MISS DAISY HOLANDESA 470G;TORTA;sobremesa torta miss daisy holandesa 470 g;291;291;TORTA
5891;CR DENT GEL CONTENTE SPECIAL EX.FORTE 90G;CREME/GEL DENTAL ADULTO;cr dent gel contente special exforte 90 g;87;87;CREME/GEL DENTAL ADULTO
12849;FLOR NAT CALANDIVA P.08 1UN;PLANTAS, FLORES E ACESSÓRIOS;flor nat calandiva p08 1 un;234;234;PLANTAS, FLORES E ACESSÓRIOS
12699;PERFUME ISCENTS LURE EDT 100ML;PERFUMAÇÃO;perfume iscents lure edt 100 ml;230;230;PERFUMAÇÃO
431;COMEDOURO SANREMO CAES 300ML RS SR642/71;ACESSÓRIOS PET;comedouro sanremo caes 300 ml rs sr64271;7;7;ACESSÓRIOS PET
16391;TORTA CAPRESE 400G;TORTA;torta caprese 400 g;291;291;TORTA
10439;LUVA VINIL KIKO MULTIUSO G C/10;LUVA;luva vinil kiko multiuso g com 10;185;185;LUVA
15212;SH ALTA MODA BBCREAM CAPILAR 300ML;SHAMPOO;sh alta moda bbcream capilar 300 ml;273;273;SHAMPOO
9858;LEITE UHT 1L COMPLEITE 12x1;LEITE UHT;leite uht 1 l compleite 12x1;171;171;LEITE UHT
12502;PATE RICOTA DAMM 120G QJO/MANJERICAO;PATÊ;pate ricota damm 120 g qjomanjericao;225;225;PATÊ
7880;FRALDA VEST MAMYPOKO CALCA REGULAR G 17UN;FRALDA INFANTIL;fralda vest mamypoko calca regular g 17 un;133;133;FRALDA INFANTIL
14899;SALGADINHO 45g ROOTS TO GO DC/LAR/ROS;SALGADINHO E APERITIVO;salgadinho 45 g roots to go d com larros;269;272;SAUDÁVEL
16413;TORTA SABLEE 15 BOLO BRIGADEIRO 370G;TORTA;torta sablee 15 bolo brigadeiro 370 g;291;291;TORTA
15148;QUINOA BIO2 FLOCOS BCA 250G-PC;SAUDÁVEL;quinoa bio2 flocos bca 250 g-pc;272;272;SAUDÁVEL
2537;BISC RECH MARILAN CHOC PC 130G;BISCOITO;bisc rech marilan choc pc 130 g;44;44;BISCOITO
2150;ACUCAR DE COCO VILA ERVAS KG;AÇÚCAR;acucar de coco vila ervas kg;38;38;AÇÚCAR
9998;LIMP PERF SANOL CARINHO 2L;LIMPADOR MULTIUSO;limp perf sanol carinho 2 l;176;176;LIMPADOR MULTIUSO
7711;FIXADOR SPRAY KARINA 250ML AER. GLITTER PRATA;FIXADOR DE CABELO;fixador spray karina 250 ml aer glitter prata;130;130;FIXADOR DE CABELO
7052;ESM VULT CREMOSO 5FREE BEIJO QUENTE 8ML;ESMALTE;esm vult cremoso 5free beijo quente 8 ml;116;116;ESMALTE
11618;MOLHO SALADA LIZA 234ML-PET ERVAS FINAS;MOLHO PARA SALADA;molho salada liza 234 ml-pet ervas finas;208;208;MOLHO PARA SALADA
14888;SALGADINHO YOKI BUGLES BACON 45G;SALGADINHO E APERITIVO;salgadinho yoki bugles bacon 45 g;269;269;SALGADINHO E APERITIVO
13019;PRESUNTO SEARA COZ. kg BJ MAGRO OVAL;PRESUNTO;presunto seara coz kg bj magro oval;242;242;PRESUNTO
5621;CR PENTEAR NIELY GOLD MEGA BRILHO 280G;CREME DE PENTEAR;cr pentear niely gold mega brilho 280 g;85;85;CREME DE PENTEAR
1125;PARATUDO 900ML;APERITIVOS;paratudo 900 ml;21;319;ÓLEO
8747;LAMPADA TASCHIBRA FILAMENTO 127V 40W G80;ILUMINAÇÃO;lampada taschibra filamento 127v 40w g80;153;153;ILUMINAÇÃO
3915;FRONHA AVULSA ROYAL SANTISTA;CAMA;fronha avulsa royal santista;58;58;CAMA
8622;FILTRO DEPURADOR CONSUL 60CM;HIDRÁULICA;filtro depurador consul 60 cm;149;122;EXAUSTORES
15234;SH BIORENE EQUILIBRIO SVE 300ML;SHAMPOO;sh biorene equilibrio sve 300 ml;273;273;SHAMPOO
15055;MELADO CANA ARCO IRIS FR 250G;SAUDÁVEL;melado cana arco iris fr 250 g;272;272;SAUDÁVEL
2915;BALA DURA ARCOR MENTA CRISTAL 150G;BOMBONIERE;bala dura arcor menta cristal 150 g;46;46;BOMBONIERE
16822;Garfo de madeira bambu para alimentos natural tramontina;UTENSÍLIOS DE MADEIRA;garfo de madeira bambu para alimentos natural tramontina;297;297;UTENSÍLIOS DE MADEIRA
3501;CALDO KITANO 57G CARNE;CALDO;caldo kitano 57 g carne;55;55;CALDO
15099;CHIPS COCO ORG COPRA CANELA 20G-PC;SAUDÁVEL;chips coco org copra canela 20 g-pc;272;272;SAUDÁVEL
1159;ARROZ SEPE BIANCO TP1 5KG;ARROZ;arroz sepe bianco tp1 5 kg;22;22;ARROZ
14780;AMENDOIM BRANCO ANCHIETA DESCASCADO 500G;SALGADINHO E APERITIVO;amendoim branco anchieta descascado 500 g;269;269;SALGADINHO E APERITIVO
13090;PROT SOL CORPO NIVEA SUN PROTECT & BRONZE FPS 30 200ML;PROTETOR SOLAR CORPORAL;prot sol corpo nivea sun protect bronze fps 30 200 ml;244;244;PROTETOR SOLAR CORPORAL
8427;GUARDANAPO SCOTT FAM C 50;GUARDANAPO DE PAPEL;guardanapo scott fam 50;144;144;GUARDANAPO DE PAPEL
8775;LAMPADA FLUOR 2U FLC 15X127V;ILUMINAÇÃO;lampada fluor 2u flc 15x127v;153;153;ILUMINAÇÃO
5713;MASCR CAB PHYTO POS QUIMICA 220G;CREME PARA TRATAMENTO;mascr cab phyto pos quimica 220 g;86;86;CREME PARA TRATAMENTO
8279;GELEIA FRAN BONNE MAMAN FRAMB 370G-VD;GELÉIA;geleia fran bonne maman framb 370 g-vd;141;141;GELÉIA
6238;DES AERO MONANGE ACQUA 90G;DESODORANTE FEMININO;des aero monange acqua 90 g;98;98;DESODORANTE FEMININO
2673;BOLO BAUNILHA KG;BOLOS;bolo baunilha kg;45;45;BOLOS
14258;SAB BAR DOLCE VIVERE NESTI DANTE ROMA 250G;SABONETE BARRA;sab bar dolce vivere nesti dante roma 250 g;259;259;SABONETE BARRA
9869;LEITE 1L PARACATU TIPO C SCO;LEITE UHT;leite 1 l paracatu tipo sco;171;171;LEITE UHT
12175;PANETONE BAUDUCCO 750G;PANETONE;panetone bauducco 750 g;219;219;PANETONE
15111;CHIPS BLACK CHIP 32G ERVAS F. ALHO C;SAUDÁVEL;chips black chip 32 g ervas f alho;272;272;SAUDÁVEL
16950;ESCORREDOR DE PRATOS SUPREME RISCHIOTO;UTENSÍLIOS DE PLÁSTICO;escorredor de pratos supreme rischioto;300;300;UTENSÍLIOS DE PLÁSTICO
10131;VASSOURA SANTA MARIA BRASILEIRI UND;LIMPEZA;vassoura santa maria brasileiri und;177;177;LIMPEZA
17476;COPO CONICO OU C/CANUDO CC7500RF;UTENSÍLIOS DE VIDRO;copo conico ou com canudo cc7500rf;303;23;ARTIGOS PARA FESTAS
9775;LEITE LA SERENISSIMA DESNAT PCT 300G;LEITE EM PÓ;leite la serenissima desnat pct 300 g;168;168;LEITE EM PÓ
1496;PALHETA VTO PVF1917;AUTOMOTIVO ACESSÓRIOS;palheta vto pvf1917;25;25;AUTOMOTIVO ACESSÓRIOS
11027;MAC NINFA SEMOLA 500GR AVE MARIA;MASSA SECA;mac ninfa semola 500 gr ave maria;193;193;MASSA SECA
6116;DESINF MARILUX 5L LAVANDA;DESINFETANTE;desinf marilux 5 l lavanda;97;97;DESINFETANTE
4259;CERVEJA BRAHMA CHOPP RETORNA CTG 300ML;CERVEJA;cerveja brahma chopp retorna ctg 300 ml;63;63;CERVEJA
16291;TEMP MRS TASTE S/SAL 55G BLEND QUEIJO;TEMPERO;temp mrs taste sem sal 55 g blend queijo;288;288;TEMPERO
4663;COBERTURA HARALD MELKEN BA M-AM 2 ,300KG;COBERTURA;cobertura harald melken ba m-am 2 300 kg;70;70;COBERTURA
7134;ESMALTE VULT ROCAMBOLE 8ML;ESMALTE;esmalte vult rocambole 8 ml;116;116;ESMALTE
13689;QUEIJO TIROL MUSSARELA LANCHE KG;QUEIJO;queijo tirol mussarela lanche kg;250;250;QUEIJO
3995;LENCOL TEKA DIAMANTE B QUEEN BC 012;CAMA;lencol teka diamante b queen bc 012;58;58;CAMA
15644;SORVETE LOSLOS MINI 65G CHOC BELGA;SORVETE;sorvete loslos mini 65 g choc belga;278;278;SORVETE
1143;ARROZ JAPONES MOMIJI AZUL GRAO CURTO T1 1KG;ARROZ;arroz japones momiji azul grao curto t1 1 kg;22;22;ARROZ
5986;ESCOVA ROT PHILCO CER SPIN ION 220 PEC05;CUIDADOS PESSOAIS;escova rot philco cer spin ion 220 pec05;91;91;CUIDADOS PESSOAIS
3149;CONJ CHAZINHO ENCANTADO;BRINQUEDOS MENINAS;conj chazinho encantado;50;303;UTENSÍLIOS DE VIDRO
5098;COND ELSEVE CACHOS 200ML;CONDICIONADOR;cond elseve cachos 200 ml;77;77;CONDICIONADOR
1784;CORACAO FRANGO MACEDO TEMP RESF (V) KG;AVE CONGELADA;coracao frango macedo temp resf v kg;32;33;AVE RESFRIADA
14318;SAB BAR FLOR DE YPE SUAVE BRANCO 90G;SABONETE BARRA;sab bar flor de ype suave branco 90 g;259;259;SABONETE BARRA
10559;GLOSS LABIAL VULT INCOLOR 4G;MAQUIAGEM;gloss labial vult incolor 4 g;189;189;MAQUIAGEM
10486;MAIONESE DAJUDA BOX 3KG;MAIONESE;maionese dajuda box 3 kg;186;186;MAIONESE
5730;CR TRAT NOVEX OLEO OLIVA 1KG;CREME PARA TRATAMENTO;cr trat novex oleo oliva 1 kg;86;86;CREME PARA TRATAMENTO
14223;SAB BARRA PLUSH 180G E DOCE/CAMOMILA;SABONETE BARRA;sab barra plush 180 g e docecamomila;259;259;SABONETE BARRA
1658;LIMPA AR COND AUTO FAST CLEAR LAVANDA;AUTOMOTIVO LIMPEZA;limpa ar cond auto fast clear lavanda;29;29;AUTOMOTIVO LIMPEZA
3222;PICKUP OFF ROAD;BRINQUEDOS MENINOS;pickup off road;51;255;REPELENTES
6302;DES ROL REXONA 50ML FEM ANTIBACT;DESODORANTE FEMININO;des rol rexona 50 ml fem antibact;98;98;DESODORANTE FEMININO
2950;PIRULITO FRUIT POPS DOLLITO PAC 350G;BOMBONIERE;pirulito fruit pops dollito pac 350 g;46;46;BOMBONIERE
16961;ORGANIZADOR PIA UMBRA BC 1058;UTENSÍLIOS DE PLÁSTICO;organizador pia umbra bc 1058;300;215;ORGANIZADOR
4656;COBER SORVETE KARO CHOCOLATE 340G;COBERTURA;cober sorvete karo chocolate 340 g;70;70;COBERTURA
6115;DESINF MAGICO PINHO 2L;DESINFETANTE;desinf magico pinho 2 l;97;97;DESINFETANTE
10855;MAC OVOS S-AMALIA 500G-PC TAGLIAT N-10;MASSA SECA;mac ovos s-amalia 500 g-pc tagliat n-10;193;193;MASSA SECA
2737;BOLO NUTRELLA 300G-PC BAN/CANELA PO;BOLOS;bolo nutrella 300 g-pc bancanela po;45;45;BOLOS
17843;CHICORIA CHEIRO VERDE UN;VERDURAS;chicoria cheiro verde un;309;309;VERDURAS
5853;CR DENT CREME COLGATE TRIPLA ACAO 90G LV12 GTS3 CR DENT CREME NUTRACUC.90G;CREME/GEL DENTAL ADULTO;cr dent creme colgate tripla acao 90 g lv12 gts3 cr dent creme nutracuc90g;87;87;CREME/GEL DENTAL ADULTO
6287;DES ROLL MONANGE HIDRAPROCT REFRESC 60ML;DESODORANTE FEMININO;des roll monange hidraproct refresc 60 ml;98;98;DESODORANTE FEMININO
7011;ESM RISQUE BOURBON 8ML;ESMALTE;esm risque bourbon 8 ml;116;116;ESMALTE
11017;MAC C OVOS PETYBON NINHO 500G;MASSA SECA;mac ovos petybon ninho 500 g;193;193;MASSA SECA
16475;ATIV CACHO NOVEX NUTRIRE RECONST 300ML;TRANSFORMAÇÃO CABELOS;ativ cacho novex nutrire reconst 300 ml;292;292;TRANSFORMAÇÃO CABELOS
12422;PH FS SUBLIME DUO 160M 2UN;PAPEL HIGIÊNICO;ph fs sublime duo 160m 2 un;222;222;PAPEL HIGIÊNICO
15016;SEMENTE DE LINHACA KININO 200GR DOURADA;SAUDÁVEL;semente de linhaca kinino 200 gr dourada;272;272;SAUDÁVEL
4618;CIGARRO DUNHILL CARLTON NR WE DTOLL UN;CIGARRO;cigarro dunhill carlton nr we dtoll un;69;69;CIGARRO
13327;EVITA MOFO INSPIRA NATURAL 100G LV4 PG3;PURIFICADOR DE AR;evita mofo inspira natural 100 g lv4 pg3;246;246;PURIFICADOR DE AR
2020;AZEITONA VDE OLE FAT 150G;AZEITONA;azeitona vde ole fat 150 g;36;36;AZEITONA
8838;LAMPADA OSRAM LED A40 BIV 6W 6500K;ILUMINAÇÃO;lampada osram led a40 biv 6w 6500k;153;153;ILUMINAÇÃO
10178;Espuma De Limpeza Para Rosto Olay Effects Revitalizante;LIMPEZA DO ROSTO;espuma de limpeza para rosto olay effects revitalizante;178;39;BANHO
16964;POTE SANREMO 800ML FACIL QUADRADO;UTENSÍLIOS DE PLÁSTICO;pote sanremo 800 ml facil quadrado;300;300;UTENSÍLIOS DE PLÁSTICO
18400;ALCOOL GEL FOGOGEL 80 500ML;ÁLCOOL;alcool gel fogogel 80 500 ml;318;318;ÁLCOOL
17935;COUVE BROCOLI BEIJA-FLOR ORG 240G;VERDURAS;couve brocoli beija-flor org 240 g;309;309;VERDURAS
1516;CERA AUTO.V8 LIQ.500ML GATILHO .;AUTOMOTIVO CERA/POLIDOR;cera autov8 liq500 ml gatilho ;26;294;TRATAMENTO DE PISO
10477;MAIONESE ARISCO TRADICIONAL SACH 550G;MAIONESE;maionese arisco tradicional sach 550 g;186;186;MAIONESE
13867;REFRIGER PANASONIC 425L FF BC 127 NRBB53;REFRIGERADORES;refriger panasonic 425 l ff bc 127 nrbb53;252;252;REFRIGERADORES
18276;AGUA MINERAL NATUREZA GF 200ML S/GAS;ÁGUA MINERAL;agua mineral natureza gf 200 ml sem gas;315;315;ÁGUA MINERAL
14708;SALADA TROPICAL VERDEKAL 270G-PT;SALADA;salada tropical verdekal 270 g-pt;267;137;FRUTAS
6823;ERVA MATE URUBICI PCT 500G;ERVA MATE/CEVADA;erva mate urubici pct 500 g;110;110;ERVA MATE/CEVADA
12987;PISCINA INTEX 15L 59409;PRAIA/PISCINA;piscina intex 15 l 59409;240;240;PRAIA/PISCINA
4016;LENCOL ACASA CASAL SM 1.38X188X0.30 3320;CAMA;lencol acasa casal sm 138x188x030 3320;58;58;CAMA
152;PRENDEDOR ROUPA FLASHLIMP BAILARINA 12 PCS;ACESSÓRIOS DE LAVANDERIA;prendedor roupa flashlimp bailarina 12 pcs;2;2;ACESSÓRIOS DE LAVANDERIA
11922;PASCOA OVO NESTLE CHOKITO 130G;OVO DE PÁSCOA;pascoa ovo nestle chokito 130 g;216;216;OVO DE PÁSCOA
17785;ALFACE LISA SATO UN;VERDURAS;alface lisa sato un;309;309;VERDURAS
5322;ALECRIM;CONDIMENTO NATURAL;alecrim;79;79;CONDIMENTO NATURAL
12930;SUPORTE DE PLASTICO PARA ESCOV DENTE FORMATO -DAI;PORTA ESCOVAS;suporte de plastico para escov dente formato -dai;237;300;UTENSÍLIOS DE PLÁSTICO
