index;nome_produto;categoria;pred_encode;categoria_pred
17191;PRATO FUNDO WH PRETO;UTENSÍLIOS DE PORCELANA/CERÂMICA;301;UTENSÍLIOS DE PORCELANA/CERÂMICA
10717;MARGARINA DELICIA C/SAL 250G;MARGARINA;250;QUEIJO
12604;FILE MERLUZA PORTO BELO 500G;PEIXE RESFRIADO;48;BOVINO RESFRIADO
12020;PASCOA OVO GAROTO SEREN AMOR LIGHT 240G;OVO DE PÁSCOA;216;OVO DE PÁSCOA
5719;LEAVE IN LOKENZZI ONDAS MARCANTES 150ML;CREME PARA TRATAMENTO;86;CREME PARA TRATAMENTO
6889;ESC D CLEAN AD PERFECT 35 MD LV2 PG1;ESCOVA DENTAL ADULTO;112;ESCOVA DENTAL ADULTO
9817;LEITE FERM 0%GORD ACTIVIA 170G PITANGA;LEITE FERMENTADO;171;LEITE UHT
5196;COND MONANGE LISOS RADIANTES 350ML;CONDICIONADOR;77;CONDICIONADOR
15704;SORVETE NOBRELLI 2L-PT NAPOL;SORVETE;278;SORVETE
12580;ATUM MARCOL 170G RAL NATURAL;PEIXE EM CONSERVA;227;PEIXE EM CONSERVA
18310;AGUA M LINDOIA PREM GFA 6L S/GAS;ÁGUA MINERAL;315;ÁGUA MINERAL
2963;CHOC BELGIAN DARK S/ACUCAR 100G ALMONDS;BOMBONIERE;46;BOMBONIERE
2302;TOALHA PRAIA ACASA CANGA AZ/BC 2020-BW;BANHO;39;BANHO
3628;SANDALIA HAVAIANAS TRIBAL VDE MACA 33/34;CALÇADO ADULTO;56;CALÇADO ADULTO
4834;TINT TONALZ SALON-L LIGHT PROF 45G 4.0 CAST MEDIO;COLORAÇÃO FEMININA;74;COLORAÇÃO FEMININA
12715;CHARQUE CALEMBA PRIMEIRA KG;PERTENCES FEIJOADA;247;PÃES
7438;MIST BOLO APTI CHOCOLATE 400G;FARINÁCEO;124;FARINÁCEO
2951;BALA MASTIG GOMETS DORI 500G;BOMBONIERE;46;BOMBONIERE
4859;T.WELLATON KIT 61 LOU.ESC.ACIN;COLORAÇÃO FEMININA;74;COLORAÇÃO FEMININA
2492;BISC COOK SAUD INTEG JASMINE FR CITRICAS 150G;BISCOITO;44;BISCOITO
10610;BATOM LIQ LATIKA LIP MATTE 37 4ML;MAQUIAGEM;189;MAQUIAGEM
3982;JG CAMA ACASA QUEEN D MF LIST ME VD 1901;CAMA;58;CAMA
7326;FAROFA PRONTA CHINEZINHO TEMPERADA 50G;FARINÁCEO;124;FARINÁCEO
2687;BOLO CHOC SL 600G C/BRIGADEIRO;BOLOS;45;BOLOS
17314;COLHER VAZ IMP SILIC/MAD CZ 31CM TH1006;UTENSÍLIOS DE SILICONE;296;UTENSÍLIOS DE INOX/ALUMÍNIO
13624;QUEIJO ESTEPE VINDANATA PESO;QUEIJO;250;QUEIJO
9216;RENASCER ESTERCO DE GADO 2KG;JARDINAGEM PLANTAR;12;ALIMENTO PARA CÃES
2839;BALA MASTIG DORI GOMETS 254 CT-5UN 40G;BOMBONIERE;46;BOMBONIERE
3763;SANDALIA HAVAIANAS KIDS TOP MARIE ROSA BATON 23/24;CALÇADO INFANTIL;56;CALÇADO ADULTO
4366;Churrasqueira Elétrica Anurb Petit Grill Plus - com Grelha com Espátula;CHAPAS/GRELHAS ELETRICAS;296;UTENSÍLIOS DE INOX/ALUMÍNIO
16865;ESPATULA VAZ IMP BAMBU C02-1034;UTENSÍLIOS DE MADEIRA;296;UTENSÍLIOS DE INOX/ALUMÍNIO
2913;BALA MASTIG DORI YOGURTE MORANGO 400G-PC;BOMBONIERE;46;BOMBONIERE
1673;DESODORANTE PARA AUTOS POLITRIZ 70ml;AUTOMOTIVO ODORIZADOR;99;DESODORANTE MASCULINO
17393;JARRA STYLO 1,5LT CISPER;UTENSÍLIOS DE VIDRO;303;UTENSÍLIOS DE VIDRO
15262;SH ELSEVE HYD MAX FLEXIUM 250ML;SHAMPOO;273;SHAMPOO
1254;ARROZ EXTREMO SUL 1KG;ARROZ;22;ARROZ
10326;LINGUICA AURORA CHURRASCO RESF PCT 800G;LINGUIÇA;181;LINGUIÇA
15962;NECTAR BELA ISCHIA CAJU LIGHT 1L;SUCO PRONTO/NECTAR;281;SUCO PRONTO/NECTAR
16911;CANECA PLASDURAN PLASTICA 400ML INFANTIL CARROS;UTENSÍLIOS DE PLÁSTICO;301;UTENSÍLIOS DE PORCELANA/CERÂMICA
11784;CASTANHA CAJU IDEAL SACH 180G CASEIRA;OLEOGINÓSA;137;FRUTAS
1537;Toalha Micro Fibra Soft99 Micro Cloth Premium Interno e Externo Pano Para Limpeza Automotiva;AUTOMOTIVO ESTOPA/ ESPONJA / LUVA / PANOS;39;BANHO
18295;AGUA MIN INDAIA S/GAS 500ML;ÁGUA MINERAL;315;ÁGUA MINERAL
16199;TEMP ARRUDA 300GR ALHO E SAL;TEMPERO;288;TEMPERO
3754;SAND INF HAVAIANAS KIDS SLIM PRINCE 35/36 VERDE;CALÇADO INFANTIL;56;CALÇADO ADULTO
1102;RADIO BOOMBOX PHILCO PB140;APARELHO DE SOM;286;TELEFONIA
17172;CANECA PORCELANA CLASSICA MAO NA LUVA;UTENSÍLIOS DE PORCELANA/CERÂMICA;301;UTENSÍLIOS DE PORCELANA/CERÂMICA
15660;SORVETE NESTLE PT 1,5L LA FRUTA ABACAXI/COC;SORVETE;278;SORVETE
15547;SOPA KODILAR LIGHT 100G GAL/LEGUMES;SOPA;269;SALGADINHO E APERITIVO
2669;SONHO CHAMA DOCE DE LEITE kg;BOLOS;45;BOLOS
15199;SH ELSEVE LIGHT POO TUDO EM 1 SUP CONTROL 4D 400ML;SHAMPOO;273;SHAMPOO
18142;VINHO ESPANHOL MONTE CLAVIJO ROSE 750ML;VINHO;311;VINHO
14448;SAB LIQ ANTIBAC PROTEX CREAM 250ML;SABONETE LÍQUIDO;261;SABONETE LÍQUIDO
1444;VELA KIREY NUMERADA SUPER AZUL N.6;ARTIGOS PARA FESTAS;23;ARTIGOS PARA FESTAS
14824;SNACK LA VIOLETERA AMENDOAS 40G;SALGADINHO E APERITIVO;272;SAUDÁVEL
4343;Churrasqueira Elétrica Anurb Light Plus Gold Grill - com Grelha com Espátula;CHAPAS/GRELHAS ELETRICAS;296;UTENSÍLIOS DE INOX/ALUMÍNIO
5381;MIX PIMENTAS PURE 50GR .;CONDIMENTO NATURAL;79;CONDIMENTO NATURAL
3308;CAFETEIRA PHILIPS SENSEO PT 220V HD7811;CAFETEIRA/CHALEIRA ELETRICA;54;CAFÉ
4246;CERV MAFIOSAS DIABOLIQUE IPA GF 600ML;CERVEJA;63;CERVEJA
13615;QUEIJO CREMOSO MELT LEMON PEPPER PT 120G;QUEIJO;250;QUEIJO
12871;BRILHA ALUMINIO UVA 500ml;POLIDOR;253;REFRIGERANTES
18224;WHISKY ROYAL SALUTE 21 ANOS 700ML;WHISKY;311;VINHO
687;RACAO 10kg BOMGUY COEX FRANGO;ALIMENTO PARA CÃES;12;ALIMENTO PARA CÃES
5407;CEBOLINHA VERDE STRAFIT DESIDR PCT 5G;CONDIMENTO NATURAL;166;LEGUMES
13900;REFRIG FRUTILLA TUBAINA PET 2L;REFRIGERANTES;253;REFRIGERANTES
3012;ALCATRA C/MAMINHA BOV DISTRIBOI (BIFE)KG;BOVINO RESFRIADO;48;BOVINO RESFRIADO
6652;DOCE PACOCA MARPA LISA TABLETE 180G;DOCE TABLETE;103;DOCE PASTA
3759;SAND INF HAVAIANAS KIDS CARS 33/34 AZ EST/VM;CALÇADO INFANTIL;56;CALÇADO ADULTO
5360;PIMENTA CIA DAS ERVAS DO REINO GRAO 21G;CONDIMENTO NATURAL;79;CONDIMENTO NATURAL
12551;SARDINHA 700g VILLA DO MAR;PEIXE EM CONSERVA;227;PEIXE EM CONSERVA
128;VARAL CHAO IMP METAL 18120;ACESSÓRIOS DE LAVANDERIA;2;ACESSÓRIOS DE LAVANDERIA
13639;QUEIJO PROV CURADO POLENGHI KG;QUEIJO;250;QUEIJO
6416;DES STICK BAN SWEET SURRENDER 73G;DESODORANTE UNISSEX;98;DESODORANTE FEMININO
1316;VELA ANIV.REGINA ARCO IRIS 1UN;ARTIGOS PARA FESTAS;23;ARTIGOS PARA FESTAS
17990;VINHO TRAVERSA TANN MERLOT BAG IN BOX 3L;VINHO;311;VINHO
16150;CELULAR APPLE IPHONE XR 64GB BC;TELEFONIA;286;TELEFONIA
14954;SALSICHAO CARDEAL FAT 100G C/PICLES;SALSICHA;250;QUEIJO
14674;FLOR SAL VILLA CERRONI C/ ERVAS 100G;SAL;273;SHAMPOO
8248;GELEIA POL STOVIT 250G FRAMBOESA;GELÉIA;141;GELÉIA
3117;ACEM BOV DISTRIBOI (BIFE) KG;BOVINO RESFRIADO;48;BOVINO RESFRIADO
14206;SAB BAR LUX LUXO FRAG FINAS DREAM DELIGHT 90G;SABONETE BARRA;259;SABONETE BARRA
16084;COSTELA SUINA SABOR GOURMET TEMP kg RESF;SUÍNO RESFRIADO;48;BOVINO RESFRIADO
1485;PALHETA PVTO-10A;AUTOMOTIVO ACESSÓRIOS;25;AUTOMOTIVO ACESSÓRIOS
3254;MASSINHA SUPER MASSA FORMAS - ESTRELA;BRINQUEDOS UNISEX;12;ALIMENTO PARA CÃES
8625;ROUPA INT GER BIGFRAL MOVIMENT 8UN P/M MULHER;HIGIENE GERIÁTRICA FEMININA;58;CAMA
3372;CAFE SOLUVEL IGUACU CREM EX-FORTE RF 50G;CAFÉ;54;CAFÉ
7573;FEIJAO PRETO 1kg KICALDO;FEIJÃO;125;FEIJÃO
15134;CHIPS KIWA MIX VEGETAIS 149G;SAUDÁVEL;272;SAUDÁVEL
16780;MARMITA ARCO IRIS N.12 EXTRA .;UTENSÍLIOS DE INOX/ALUMÍNIO;301;UTENSÍLIOS DE PORCELANA/CERÂMICA
15337;SH OGX SEA MINERAL 385ML;SHAMPOO;273;SHAMPOO
14797;SALG APER AMENDOIM AGTAL OVINHO 150G;SALGADINHO E APERITIVO;269;SALGADINHO E APERITIVO
9582;ABOBORA JAPONESA PROCESSADA 250G;LEGUMES;166;LEGUMES
13423;PAO HAMB PANCO 300G C 6;PÃES;247;PÃES
4625;CIG FREE BLUE IT FILTER HL;CIGARRO;155;IOGURTE
7500;FUBA MIMOSO ANGELICA 500G;FARINÁCEO;124;FARINÁCEO
9328;SH OX 240ML + COND 240ML NUTRICAO;KIT CABELOS ADULTOS;273;SHAMPOO
13688;QUEIJO MINEIRO kg;QUEIJO;250;QUEIJO
3650;SAND HAVAIANAS GRACIA 35/6 BCO/MAR;CALÇADO ADULTO;56;CALÇADO ADULTO
365;PIRANHA MEDIA 2un ASA DO BRASIL LEITOSA;ACESSÓRIOS PARA CABELO;216;OVO DE PÁSCOA
2269;TOALHA PRAIA TEKA PARADISE 75X150;BANHO;39;BANHO
8071;UVA VITORIA PREM DOCE MEL 500G;FRUTAS;137;FRUTAS
14727;SALAMINHO kg SEARA;SALAME;309;VERDURAS
12802;PIZZA MASSA LEVE 400G, CALABRESA;PIZZA;233;PIZZA
18398;ALCOOL ABSOLUTO 46,2 LAVANDA 1L;ÁLCOOL;46;BOMBONIERE
16883;PRATO DE MELAMINA COM DIVISORI STAMPA: MINNI -DAISO;UTENSÍLIOS DE MELAMINA;301;UTENSÍLIOS DE PORCELANA/CERÂMICA
2441;BEBIDA MISTA DEL RICCO 330ML UVA;BEBIDA MISTA;281;SUCO PRONTO/NECTAR
8920;SOBREMESA ALPRO SOYA COCO BJ 500G;IOGURTE;155;IOGURTE
9349;KIT SH/COND INF BIOTROPIC AVENGERS HULK+HOM.FERRO 250ML;KIT CABELOS INFANTIL;159;KIT CABELOS ADULTOS
17359;PRATO GERMER EDROS LANCHE 4.1864220.00;UTENSÍLIOS DE VIDRO;301;UTENSÍLIOS DE PORCELANA/CERÂMICA
4275;CERVEJA LOHN 355ML LAGER 355ML;CERVEJA;63;CERVEJA
926;AMAC ROUPA ARCHOTE ROSA 2L;AMACIANTE;16;AMACIANTE
13571;MINI PAO DE QUEIJO REAL 80GR CEBOLA;PÃO DE QUEIJO;247;PÃES
10914;MAC GERMANI SEMOLA 500G PENE;MASSA SECA;193;MASSA SECA
6637;PACOQUINHA YOKI 22G TABLETE;DOCE TABLETE;272;SAUDÁVEL
11759;LEITE PO NAN-1 SUPREME 800G-LT 0 A 6;NUTRIÇÃO INFANTIL;171;LEITE UHT
17300;ESPATULA JJ N 80030VM;UTENSÍLIOS DE SILICONE;296;UTENSÍLIOS DE INOX/ALUMÍNIO
13664;QUEIJO MINAS FRESCAL BUFALA PESO;QUEIJO;250;QUEIJO
8892;INSET AERO RAID BAS DE AG 300ML;INSETICIDA;154;INSETICIDA
2926;CHICLE MENTOS PURE MINT/TUTTI 56G-GF;BOMBONIERE;46;BOMBONIERE
1462;ASP PO VERT B&D 750W AZ 220V AV7000;ASPIRADOR;25;AUTOMOTIVO ACESSÓRIOS
15613;SORVETE NOBRELLI 1,5L PT NAPOL;SORVETE;278;SORVETE
17658;CACHEPO ACASA D C/BASE MAD 4370;VASOS;6;ACESSÓRIOS PARA CABELO
822;SNACKS P GATOS CAT LICIOUS 40G,ANTI ODOR;ALIMENTO PARA GATOS;272;SAUDÁVEL
7593;ALICATE MERHEJE CUTICULA AZUL 995;FERRAMENTA;6;ACESSÓRIOS PARA CABELO
6082;FOLHA ALUMINIO WYDA MOLDADA C 12;DESCARTÁVEIS ALUMÍNIO;195;MATERIAL ESCOLAR
5050;SUSHI URAMAKI 100G SKIN;COMIDA ORIENTAL;76;COMIDA ORIENTAL
3366;CAFE MERIDIANO EXTRA FORTE 250G;CAFÉ;54;CAFÉ
2338;BARRA CEREAL CORPO&SABOR CEREJA C 3X75G;BARRA DE CEREAL;40;BARRA DE CEREAL
13240;AP DES GLADE ED LIMITA MELODIA C/ REFIL;PURIFICADOR DE AR;99;DESODORANTE MASCULINO
16702;CACAROLA TEFLON RED N18 2.L;UTENSÍLIOS DE INOX/ALUMÍNIO;296;UTENSÍLIOS DE INOX/ALUMÍNIO
94;ESPONJA BANHO FRESH MAXXI 107;ACESSÓRIOS DE BANHO;189;MAQUIAGEM
15478;ESPUMANTE 750ml CAMORINO MOSCATO;SIDRA/ESPUMANTE;275;SIDRA/ESPUMANTE
8648;DERMOCLEAN SABONETE LIQUIDO INTIMO 300ml GTS 200ml;HIGIENE ÍNTIMA FEMININA;259;SABONETE BARRA
10812;MASSA FR LASANHA DA FEIRA 500G;MASSA FRESCA;191;MASSA FRESCA
9222;Adubo Nutri Frutas All Garden 400gr;JARDINAGEM PLANTAR;309;VERDURAS
14435;SABON LIQ NIVEA PUMP CREME SOFT 250ML;SABONETE LÍQUIDO;259;SABONETE BARRA
1289;PRATO DE ISOPOR 23cm 10und CONEXAO;ARTIGOS PARA FESTAS;300;UTENSÍLIOS DE PLÁSTICO
3380;CAFE IGUACU SOLUVEL SACHET LV 60G PG 50G;CAFÉ;54;CAFÉ
12296;FLANELA LIMPPANO PEQ SUPERFICIE;PANOS/FLANELAS;220;PANOS/FLANELAS
13107;ESC LIMP MAMAD KUKA D-ACAO 1UN;PUERICULTURA;112;ESCOVA DENTAL ADULTO
18354;CLORO GELVIM ADITIVADO 700ML, FLORAL;ÁGUA SANITÁRIA;246;PURIFICADOR DE AR
10854;MAC RICHESTER SPAGHETTI 500G;MASSA SECA;193;MASSA SECA
10378;LIQUIDIFICADOR CADENCE INSPIRE 1,25L REF 366 PRETO;LIQUIDIFICADOR;182;LIQUIDIFICADOR
16800;COLHER CHA BRINOX SIENA C 3;UTENSÍLIOS DE INOX/ALUMÍNIO;296;UTENSÍLIOS DE INOX/ALUMÍNIO
17520;GFA TERM INVICTA GLT PRESSAO LISA 1L PTA;UTENSÍLIOS PARA CAFÉ;300;UTENSÍLIOS DE PLÁSTICO
5683;MASCR CAB SALON-LINE T-PODENDO HIDRO-NUTR NV3 1KG;CREME PARA TRATAMENTO;86;CREME PARA TRATAMENTO
5993;APARADOR PHILIPS BARBA BIV BT9290/15;CUIDADOS PESSOAIS;296;UTENSÍLIOS DE INOX/ALUMÍNIO
6662;RAPADURA NADIR NATUREZA 500G NATURAL;DOCE TABLETE;137;FRUTAS
10402;LIVRO FARINHA DE MANDIOCA;LIVROS;195;MATERIAL ESCOLAR
14931;SALG CHEETOS ESQUELETOS PCT 47G;SALGADINHO E APERITIVO;269;SALGADINHO E APERITIVO
9679;CEBOLA FUGITA TEMPERO PCT 400G;LEGUMES;166;LEGUMES
156;VARAL CHAO ACASA C/ABA ALUM WR1008A;ACESSÓRIOS DE LAVANDERIA;58;CAMA
7415;FARINHA DE ROSCA 500g BSB;FARINÁCEO;124;FARINÁCEO
10275;PEDRA SANITARIA 35g PRATIK EUCALIPTO;LIMPEZA SANITÁRIA;116;ESMALTE
2466;BISC SAL PER CRACK CLUB SOCIAL INTE 288G;BISCOITO;44;BISCOITO
17586;GARRAFA TERMOLAR SQUEEZE 450ML;UTENSÍLIOS PARA CAFÉ;300;UTENSÍLIOS DE PLÁSTICO
11694;NECESSAIRE IMP ACASA SLIM D PONTOS 475;NECESSAIRES;195;MATERIAL ESCOLAR
951;AMAC ROUPA AQUAFAST PURA CARICIA FR 5L;AMACIANTE;16;AMACIANTE
321;ESC CAB ION BELLIZ VENTILADA 297;ACESSÓRIOS PARA CABELO;6;ACESSÓRIOS PARA CABELO
3896;JG CAMA ST.GER KING 300F BC/CAR 201-9;CAMA;58;CAMA
12935;PORTA ESCOVA ACASA R VIDRO TRANSP 3093;PORTA ESCOVAS;6;ACESSÓRIOS PARA CABELO
8725;PENDENTE TASCHIBRA TD 3007 ACOBR 1XE27;ILUMINAÇÃO;153;ILUMINAÇÃO
14359;SAB LIQ OX PLANTS HIDRATANTE 250ML;SABONETE LÍQUIDO;261;SABONETE LÍQUIDO
3493;CALDO KNORR 57G GALINHA LV18PG15;CALDO;55;CALDO
12135;PALMITO CLASSIC CHEF REAL TOLETE VD 300G;PALMITO;218;PALMITO
15557;SOPA KNORR 76G CREME NAT. ERVILHA/BACON;SOPA;269;SALGADINHO E APERITIVO
9078;IOG ZERO LAC NO 170G FR AMAR;IOGURTE;155;IOGURTE
4053;CANJICA KI-FLOR 500GR AMARELA .;CANJICA;269;SALGADINHO E APERITIVO
12494;PATE TOFU ORG SAMURAI 160G AZEIT/ALCAP;PATÊ;250;QUEIJO
17692;BATATA PROC SAUTE ELEVE 400G;VEGETAL CONGELADO;269;SALGADINHO E APERITIVO
12619;PEIX RESFR TILAPIA IGLU FILE 500G;PEIXE RESFRIADO;216;OVO DE PÁSCOA
1970;AZEITE (G) T.CRETA 500ML EXTRA VIRGEM C/AZEIT.;AZEITE;35;AZEITE
8720;LAMPADA TASCHIBRA LED FILAMENTO ST64;ILUMINAÇÃO;153;ILUMINAÇÃO
2987;CAPA CONTRA FILE kg .;BOVINO CONGELADO;58;CAMA
6129;DESINF PINHO SOL LIMP PESADA EUCALIP 1L;DESINFETANTE;97;DESINFETANTE
17638;VASO SAN MIGUEL N VIDRO LARAN 26CM 4753;VASOS;157;JARDINAGEM PLANTAR
16760;FORMA ARCO IRIS BOLO N.22 .;UTENSÍLIOS DE INOX/ALUMÍNIO;296;UTENSÍLIOS DE INOX/ALUMÍNIO
14;ABS ATIVA TEENS S/ABAS C/08;ABSORVENTE;0;ABSORVENTE
12168;PANETONE CASA SUISSA FRUTAS 550G,;PANETONE;219;PANETONE
8284;GELEIA RITTER 1919 ZERO MORANGO VD 260G;GELÉIA;141;GELÉIA
11976;PASCOA OVO NESTLE ESPECIALIDADES 215G;OVO DE PÁSCOA;216;OVO DE PÁSCOA
10992;MAC FUSILLI FIBR BEM NATURAL 300G SARRAC;MASSA SECA;193;MASSA SECA
617;ALPISTE KININO 500GR .;ALIMENTO PARA AVES;195;MATERIAL ESCOLAR
5177;CONDIC CAB TIO NACHO CLAREADOR 415ML;CONDICIONADOR;77;CONDICIONADOR
12377;PAPEL HIG DAMA 4X60M .;PAPEL HIGIÊNICO;195;MATERIAL ESCOLAR
17850;SALSA DIRETO DA SERRA ORG;VERDURAS;79;CONDIMENTO NATURAL
7068;UNHA IMPRESS AUTOCOLANTE LISA CT240;ESMALTE;116;ESMALTE
9006;ITALAC ZERO BEBIDA LACTEA CHOCOLATE 200ml;IOGURTE;155;IOGURTE
17410;POTE COLOREX MANDACARU 2L;UTENSÍLIOS DE VIDRO;303;UTENSÍLIOS DE VIDRO
4205;CERVEJA 500ml JACOBINUS ALEMA SCHWARZBIE;CERVEJA;63;CERVEJA
2309;BARRA FRUTAS RITTER COCO/CHOC C/3;BARRA DE CEREAL;40;BARRA DE CEREAL
2931;CHOCOLATE 85g LACTA CACAU 60% CAFE;BOMBONIERE;46;BOMBONIERE
1746;COXA FRANGO CONG LEVIDA 1kg;AVE CONGELADA;33;AVE RESFRIADA
15519;SOPA KNORR GALINHA 73G;SOPA;269;SALGADINHO E APERITIVO
17198;COPO TRIP 300ml OXFORD AG10 3Q5P;UTENSÍLIOS DE PORCELANA/CERÂMICA;303;UTENSÍLIOS DE VIDRO
11527;MOLHO TOM POMAROLA LEVIA TRADIC SCH 300G;MOLHO DE TOMATE;206;MOLHO DE TOMATE
5540;COXINHA SABOR S/GLUTEN 200G-CX FGO;COXINHA;33;AVE RESFRIADA
18328;AGUA MINERAL CAMPINHO C/GAS 1,5L;ÁGUA MINERAL;315;ÁGUA MINERAL
17805;RUCULA GONDIM UND CARIRI;VERDURAS;309;VERDURAS
2327;CEREAL BITS 60g ADRIA PLUS LIFE CAST/COCO;BARRA DE CEREAL;40;BARRA DE CEREAL
2147;ACUCAR CRISTAL UNIAO 1KG;AÇÚCAR;38;AÇÚCAR
3495;CALDO MAGGI EQUILIBRIUM 114G-CX CARNE;CALDO;250;QUEIJO
10231;BLOCO ODORIZANTE 35g SANYMIX REFIL JASMIM;LIMPEZA SANITÁRIA;246;PURIFICADOR DE AR
3874;EDREDOM SANTISTA MICROFIBRA SO, PINK;CAMA;58;CAMA
2253;TOALHA PRAIA TEKA ALVINEGROS;BANHO;39;BANHO
112;GASPAR KIT COLORS P/VIAGEM REF 3315;ACESSÓRIOS DE BANHO;300;UTENSÍLIOS DE PLÁSTICO
15071;CHIA SEMENTE VITALIN INTEG 120G-PC;SAUDÁVEL;137;FRUTAS
12207;BAUD EMB KIT PANET GDE C/3;PANETONE;296;UTENSÍLIOS DE INOX/ALUMÍNIO
15641;SORVETE PALETITAS LEITINHO TRUFADO 1,8LT;SORVETE;278;SORVETE
12088;OVO BRANCO MARISTELA C/12;OVOS;216;OVO DE PÁSCOA
17289;CONCHA SILICONE 86G;UTENSÍLIOS DE SILICONE;302;UTENSÍLIOS DE SILICONE
5807;MASCARA CAPILAR 1kg INOAR AG.MICELAR;CREME PARA TRATAMENTO;86;CREME PARA TRATAMENTO
3479;CAFÉ SALVATORE ESPRESSO;CAFÉ;269;SALGADINHO E APERITIVO
15413;ESPUMANTE POL CLEMENT ROSE SEC 750ML;SIDRA/ESPUMANTE;275;SIDRA/ESPUMANTE
13872;REFRIGER SAMSUNG 453L FF I 127V RT46K6;REFRIGERADORES;253;REFRIGERANTES
10933;MAC INST LAMEN VIGOR 85G GAL.CAIPIRA;MASSA SECA;193;MASSA SECA
5431;MALVARISCO CHEIRO VERDE UND;CONDIMENTO NATURAL;79;CONDIMENTO NATURAL
6307;DES STICK DOVE CLINICAL SOFT ORIG 48G;DESODORANTE FEMININO;98;DESODORANTE FEMININO
14432;SABONETE STILL LIFE 500ML MARACUJA;SABONETE LÍQUIDO;259;SABONETE BARRA
8885;INSET AERO RAID CASA & JARDIM MULTI INSETOS 400ML;INSETICIDA;154;INSETICIDA
942;AMAC ROUPA BABY SOFT TQ.SUAVE (LIL) 5L;AMACIANTE;16;AMACIANTE
3652;SANDALIA IPANEMA SURF MASC AZ 43X44;CALÇADO ADULTO;56;CALÇADO ADULTO
8424;GUARDANAPO IMP FOLHA VD 33X33 200317;GUARDANAPO DE PAPEL;144;GUARDANAPO DE PAPEL
3114;COXAO MOLE FRIBOI RESERV RESF PECA KG;BOVINO RESFRIADO;48;BOVINO RESFRIADO
3296;MAQ CAFE ESPRES TRES VERSA PT 127V;CAFETEIRA/CHALEIRA ELETRICA;54;CAFÉ
2415;BATEDEIRA CADENCE PT/I 400W 127V BAT550;BATEDEIRA;25;AUTOMOTIVO ACESSÓRIOS
13651;QUEIJO PROVOLONE PORTO ALEGRE KG;QUEIJO;250;QUEIJO
16223;TEMP TEM SABOR 60G, ARROZ BRANCO;TEMPERO;288;TEMPERO
12147;PALM CRISTALINA 300G;PALMITO;137;FRUTAS
2592;BISC LEVE CROCK BOL SALGADAS S/G PCT 75G;BISCOITO;44;BISCOITO
16396;SOBREMESA TORTA MISS DAISY HOLANDESA 470G;TORTA;281;SUCO PRONTO/NECTAR
5891;CR DENT GEL CONTENTE SPECIAL EX.FORTE 90G;CREME/GEL DENTAL ADULTO;87;CREME/GEL DENTAL ADULTO
12849;FLOR NAT CALANDIVA P.08 1UN;PLANTAS, FLORES E ACESSÓRIOS;309;VERDURAS
12699;PERFUME ISCENTS LURE EDT 100ML;PERFUMAÇÃO;230;PERFUMAÇÃO
431;COMEDOURO SANREMO CAES 300ML RS SR642/71;ACESSÓRIOS PET;7;ACESSÓRIOS PET
16391;TORTA CAPRESE 400G;TORTA;291;TORTA
10439;LUVA VINIL KIKO MULTIUSO G C/10;LUVA;185;LUVA
15212;SH ALTA MODA BBCREAM CAPILAR 300ML;SHAMPOO;273;SHAMPOO
9858;LEITE UHT 1L COMPLEITE 12x1;LEITE UHT;171;LEITE UHT
12502;PATE RICOTA DAMM 120G QJO/MANJERICAO;PATÊ;250;QUEIJO
7880;FRALDA VEST MAMYPOKO CALCA REGULAR G 17UN;FRALDA INFANTIL;133;FRALDA INFANTIL
14899;SALGADINHO 45g ROOTS TO GO DC/LAR/ROS;SALGADINHO E APERITIVO;269;SALGADINHO E APERITIVO
16413;TORTA SABLEE 15 BOLO BRIGADEIRO 370G;TORTA;291;TORTA
15148;QUINOA BIO2 FLOCOS BCA 250G-PC;SAUDÁVEL;272;SAUDÁVEL
2537;BISC RECH MARILAN CHOC PC 130G;BISCOITO;44;BISCOITO
2150;ACUCAR DE COCO VILA ERVAS KG;AÇÚCAR;38;AÇÚCAR
9998;LIMP PERF SANOL CARINHO 2L;LIMPADOR MULTIUSO;176;LIMPADOR MULTIUSO
7711;FIXADOR SPRAY KARINA 250ML AER. GLITTER PRATA;FIXADOR DE CABELO;77;CONDICIONADOR
7052;ESM VULT CREMOSO 5FREE BEIJO QUENTE 8ML;ESMALTE;116;ESMALTE
11618;MOLHO SALADA LIZA 234ML-PET ERVAS FINAS;MOLHO PARA SALADA;205;MOLHO DE PIMENTA
14888;SALGADINHO YOKI BUGLES BACON 45G;SALGADINHO E APERITIVO;269;SALGADINHO E APERITIVO
13019;PRESUNTO SEARA COZ. kg BJ MAGRO OVAL;PRESUNTO;216;OVO DE PÁSCOA
5621;CR PENTEAR NIELY GOLD MEGA BRILHO 280G;CREME DE PENTEAR;85;CREME DE PENTEAR
1125;PARATUDO 900ML;APERITIVOS;77;CONDICIONADOR
8747;LAMPADA TASCHIBRA FILAMENTO 127V 40W G80;ILUMINAÇÃO;153;ILUMINAÇÃO
3915;FRONHA AVULSA ROYAL SANTISTA;CAMA;58;CAMA
8622;FILTRO DEPURADOR CONSUL 60CM;HIDRÁULICA;28;AUTOMOTIVO FILTROS
15234;SH BIORENE EQUILIBRIO SVE 300ML;SHAMPOO;273;SHAMPOO
15055;MELADO CANA ARCO IRIS FR 250G;SAUDÁVEL;272;SAUDÁVEL
2915;BALA DURA ARCOR MENTA CRISTAL 150G;BOMBONIERE;46;BOMBONIERE
